Fecha_Hora,Escenario,Dispositivo,Conexion,VPN,Posicion_Esperada,Tipo_Lectura,Distancia_Real_m,Error_Horizontal_m,Latitud,Longitud,Precision_m,Tiempo_Geo_ms,Tiempo_RTT_ms,Tiempo_Backend_ms,Distancia_App_m,Radio_Geocerca_m,Validacion,Validacion_Correcta,Error
2026-08-05T11:20:00Z,E2,Acer Aspire A515-57 (Windows),Datos móviles,No,Dentro,Cached Fix (maximumAge=300000),2,10.52,-0.28849,-79.21329,126.34,5.0,832.02,126.28,10.06,10,Rechazada,No,
2026-08-05T13:19:00Z,E2,POCO X6 Pro 5G (Android),Datos móviles,No,Dentro,Cached Fix (maximumAge=300000),9,2.11,-0.288462,-79.213138,9.86,4.74,636.2,136.68,6.91,10,Aceptada,Sí,
2026-08-05T15:32:00Z,E3,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Dentro,Fresh Fix (maximumAge=0),9,2.35,-0.2885,-79.2131,8.58,1151.03,2631.52,131.04,11.2,10,Rechazada,No,
2026-08-06T04:28:00Z,E8,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Fuera,Cached Fix (maximumAge=300000),11,11.9,-0.288403,-79.213203,97.51,2.62,3587.36,152.6,0.36,10,Aceptada,No,
2026-08-06T01:11:00Z,E7,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Fuera,Fresh Fix (maximumAge=0),20,13.89,-0.288298,-79.213302,77.5,2842.09,3047.13,136.86,11.5,10,Rechazada,Sí,
2026-08-05T20:29:00Z,E5,Acer Aspire A515-57 (Windows),Wi-Fi,No,Fuera,Cached Fix (maximumAge=300000),20,15.89,-0.288112,-79.212912,114.03,4.03,187.73,168.48,32.37,10,Rechazada,Sí,
2026-08-06T06:05:00Z,E8,POCO X6 Pro 5G (Android),Datos móviles,Sí,Fuera,Cached Fix (maximumAge=300000),11,1.1,-0.288308,-79.213108,11.57,5.51,5304.86,138.56,10.28,10,Rechazada,Sí,
2026-08-05T20:14:00Z,E5,Acer Aspire A515-57 (Windows),Wi-Fi,No,Fuera,Cached Fix (maximumAge=300000),11,11.28,-0.288236,-79.213364,95.98,5.62,181.86,147.57,18.43,10,Rechazada,Sí,
2026-08-06T02:33:00Z,E7,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Fuera,Fresh Fix (maximumAge=0),20,3.05,-0.288602,-79.212998,8.16,953.9,3047.43,155.67,22.67,10,Rechazada,Sí,
2026-08-06T03:15:00Z,E7,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Fuera,Cached Fix (maximumAge=300000),20,3.68,-0.288558,-79.213358,10.21,4.34,2242.34,180.73,17.76,10,Rechazada,Sí,
2026-08-05T22:32:00Z,E6,Acer Aspire A515-57 (Windows),Datos móviles,No,Fuera,Fresh Fix (maximumAge=0),20,5.2,-0.28826,-79.21306,113.59,3101.3,864.42,96.34,15.68,10,Rechazada,Sí,
2026-08-05T19:00:00Z,E4,POCO X6 Pro 5G (Android),Datos móviles,Sí,Dentro,Cached Fix (maximumAge=300000),9,5.98,-0.288284,-79.213316,10.1,7.2,5328.7,166.88,13.07,10,Rechazada,No,
2026-08-05T16:14:00Z,E3,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Dentro,Cached Fix (maximumAge=300000),9,4.78,-0.288441,-79.213159,12.55,4.18,2326.58,143.53,4.6,10,Aceptada,Sí,
2026-08-06T04:00:00Z,E8,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Fuera,Fresh Fix (maximumAge=0),20,5.68,-0.28819,-79.21341,104.65,3301.15,5253.87,89.56,23.63,10,Rechazada,Sí,
2026-08-05T22:07:00Z,E6,Acer Aspire A515-57 (Windows),Datos móviles,No,Fuera,Fresh Fix (maximumAge=0),11,11.59,-0.288577,-79.213023,96.13,3929.05,871.68,136.08,19.91,10,Rechazada,Sí,
2026-08-05T11:31:00Z,E2,Acer Aspire A515-57 (Windows),Datos móviles,No,Dentro,Cached Fix (maximumAge=300000),2,17.68,-0.288268,-79.213332,104.4,3.69,630.66,145.65,14.83,10,Rechazada,No,
2026-08-05T22:02:00Z,E5,POCO X6 Pro 5G (Android),Wi-Fi,No,Fuera,Cached Fix (maximumAge=300000),20,4.36,-0.288613,-79.213413,13.56,2.91,168.07,108.78,23.93,10,Rechazada,Sí,
2026-08-05T11:37:00Z,E2,Acer Aspire A515-57 (Windows),Datos móviles,No,Dentro,Cached Fix (maximumAge=300000),2,10.78,-0.288292,-79.213092,114.83,1.5,447.91,189.0,12.18,10,Rechazada,No,
2026-08-05T10:21:00Z,E1,POCO X6 Pro 5G (Android),Wi-Fi,No,Dentro,Cached Fix (maximumAge=300000),2,2.04,-0.288402,-79.213202,10.51,6.02,147.93,174.68,0.25,10,Aceptada,Sí,
2026-08-06T01:45:00Z,E7,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Fuera,Cached Fix (maximumAge=300000),11,13.23,-0.288416,-79.213216,119.59,3.27,2591.48,129.16,1.78,10,Aceptada,No,
2026-08-05T15:37:00Z,E3,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Dentro,Cached Fix (maximumAge=300000),2,0.45,-0.288385,-79.213185,11.06,3.44,2833.17,170.16,1.65,10,Aceptada,Sí,
2026-08-06T03:09:00Z,E7,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Fuera,Cached Fix (maximumAge=300000),11,1.67,-0.288484,-79.213116,10.77,6.29,2655.59,131.42,9.41,10,Aceptada,No,
2026-08-06T05:16:00Z,E8,POCO X6 Pro 5G (Android),Datos móviles,Sí,Fuera,Fresh Fix (maximumAge=0),11,18.32,-0.288401,-79.213201,14.14,1419.33,5721.96,154.32,0.1,10,Aceptada,No,
2026-08-05T17:54:00Z,E4,POCO X6 Pro 5G (Android),Datos móviles,Sí,Dentro,Fresh Fix (maximumAge=0),2,22.97,-0.288201,-79.213001,11.45,1304.04,5477.78,140.64,22.37,10,Rechazada,No,
2026-08-06T03:21:00Z,E7,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Fuera,Cached Fix (maximumAge=300000),20,1.1,-0.28857,-79.21337,11.73,4.34,3088.54,113.87,19.14,10,Rechazada,Sí,
2026-08-06T03:31:00Z,E7,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Fuera,Cached Fix (maximumAge=300000),20,2.66,-0.288593,-79.213007,18.86,4.21,2085.42,152.29,21.63,10,Rechazada,Sí,
2026-08-05T10:37:00Z,E1,POCO X6 Pro 5G (Android),Wi-Fi,No,Dentro,Cached Fix (maximumAge=300000),9,2.07,-0.288305,-79.213105,15.29,5.25,161.8,158.08,10.65,10,Rechazada,No,
2026-08-05T19:57:00Z,E5,Acer Aspire A515-57 (Windows),Wi-Fi,No,Fuera,Cached Fix (maximumAge=300000),11,9.83,-0.288389,-79.213211,102.43,4.21,189.99,137.96,1.27,10,Aceptada,No,
2026-08-05T09:06:00Z,E1,Acer Aspire A515-57 (Windows),Wi-Fi,No,Dentro,Cached Fix (maximumAge=300000),9,14.77,-0.288199,-79.212999,103.03,4.32,172.45,148.31,22.61,10,Rechazada,No,
2026-08-05T15:06:00Z,E3,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Dentro,Fresh Fix (maximumAge=0),2,4.23,-0.288401,-79.213201,8.01,1264.49,2192.09,145.56,0.1,10,Aceptada,Sí,
2026-08-06T00:38:00Z,E6,POCO X6 Pro 5G (Android),Datos móviles,No,Fuera,Cached Fix (maximumAge=300000),20,2.03,-0.288563,-79.213037,9.77,4.44,558.3,138.32,18.33,10,Rechazada,Sí,
2026-08-06T03:39:00Z,E8,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Fuera,Fresh Fix (maximumAge=0),11,17.19,-0.288399,-79.213199,86.56,3117.49,4850.83,171.5,0.1,10,Aceptada,No,
2026-08-05T21:35:00Z,E5,POCO X6 Pro 5G (Android),Wi-Fi,No,Fuera,Cached Fix (maximumAge=300000),11,2.95,-0.288519,-79.213081,9.93,4.44,187.12,146.92,13.33,10,Rechazada,Sí,
2026-08-06T00:01:00Z,E6,POCO X6 Pro 5G (Android),Datos móviles,No,Fuera,Fresh Fix (maximumAge=0),20,4.65,-0.288615,-79.212985,10.22,1145.36,556.72,144.66,24.13,10,Rechazada,Sí,
2026-08-06T03:06:00Z,E7,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Fuera,Cached Fix (maximumAge=300000),11,2.15,-0.288512,-79.213312,12.75,5.78,2628.09,146.98,12.64,10,Rechazada,Sí,
2026-08-06T01:47:00Z,E7,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Fuera,Cached Fix (maximumAge=300000),20,9.46,-0.288512,-79.213312,82.09,6.86,2277.5,162.3,12.58,10,Rechazada,Sí,
2026-08-06T02:38:00Z,E7,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Fuera,Fresh Fix (maximumAge=0),20,4.81,-0.288606,-79.213406,11.39,1525.42,2336.78,133.73,23.12,10,Rechazada,Sí,
2026-08-05T18:53:00Z,E4,POCO X6 Pro 5G (Android),Datos móviles,Sí,Dentro,Cached Fix (maximumAge=300000),9,4.15,-0.288347,-79.213253,12.19,3.97,5170.76,137.11,5.92,10,Aceptada,Sí,
2026-08-05T10:07:00Z,E1,POCO X6 Pro 5G (Android),Wi-Fi,No,Dentro,Cached Fix (maximumAge=300000),2,3.44,-0.288399,-79.213201,16.69,6.44,119.5,143.27,0.1,10,Aceptada,Sí,
2026-08-06T04:17:00Z,E8,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Fuera,Fresh Fix (maximumAge=0),20,12.88,-0.288131,-79.212931,111.06,2866.75,5270.4,177.59,30.17,10,Rechazada,Sí,
2026-08-05T18:11:00Z,E4,POCO X6 Pro 5G (Android),Datos móviles,Sí,Dentro,Fresh Fix (maximumAge=0),9,3.75,-0.28835,-79.21315,8.82,1887.08,5416.45,158.03,5.6,10,Aceptada,Sí,
2026-08-05T22:22:00Z,E6,Acer Aspire A515-57 (Windows),Datos móviles,No,Fuera,Fresh Fix (maximumAge=0),11,8.48,-0.288366,-79.213166,112.87,2729.96,524.61,148.41,3.87,10,Aceptada,No,
2026-08-05T13:39:00Z,E3,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Dentro,Fresh Fix (maximumAge=0),2,13.67,-0.288278,-79.213078,96.29,2564.74,1857.05,148.53,13.74,10,Rechazada,No,
2026-08-05T20:19:00Z,E5,Acer Aspire A515-57 (Windows),Wi-Fi,No,Fuera,Cached Fix (maximumAge=300000),11,20.36,-0.288125,-79.213475,110.24,1.56,224.17,115.52,30.94,10,Rechazada,Sí,
2026-08-05T13:48:00Z,E3,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Dentro,Fresh Fix (maximumAge=0),9,15.49,-0.288567,-79.213033,109.42,3292.16,2321.14,152.91,18.8,10,Rechazada,No,
2026-08-05T21:03:00Z,E5,POCO X6 Pro 5G (Android),Wi-Fi,No,Fuera,Fresh Fix (maximumAge=0),20,1.51,-0.288589,-79.213011,5.29,1180.07,141.25,112.46,21.29,10,Rechazada,Sí,
2026-08-05T15:12:00Z,E3,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Dentro,Fresh Fix (maximumAge=0),2,0.39,-0.288379,-79.213221,12.3,1269.72,2698.75,168.6,2.38,10,Aceptada,Sí,
2026-08-05T18:50:00Z,E4,POCO X6 Pro 5G (Android),Datos móviles,Sí,Dentro,Cached Fix (maximumAge=300000),2,2.06,-0.288405,-79.213195,8.59,6.67,4748.3,143.83,0.58,10,Aceptada,Sí,
2026-08-05T08:45:00Z,E1,Acer Aspire A515-57 (Windows),Wi-Fi,No,Dentro,Fresh Fix (maximumAge=0),9,18.69,-0.288164,-79.213436,94.72,3311.59,190.07,136.76,26.53,10,Rechazada,No,
2026-08-06T00:24:00Z,E6,POCO X6 Pro 5G (Android),Datos móviles,No,Fuera,Cached Fix (maximumAge=300000),11,4.14,-0.288463,-79.213137,9.55,1.5,331.76,133.35,7.09,10,Aceptada,No,
2026-08-05T21:43:00Z,E5,POCO X6 Pro 5G (Android),Wi-Fi,No,Fuera,Cached Fix (maximumAge=300000),11,1.51,-0.288312,-79.213112,7.94,1.5,228.81,100.57,9.86,10,Aceptada,No,
2026-08-05T18:17:00Z,E4,POCO X6 Pro 5G (Android),Datos móviles,Sí,Dentro,Fresh Fix (maximumAge=0),9,10.76,-0.288226,-79.213374,12.22,1338.23,4342.23,151.54,19.53,10,Rechazada,No,
2026-08-06T04:11:00Z,E8,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Fuera,Fresh Fix (maximumAge=0),20,12.21,-0.288645,-79.213445,93.22,3233.45,3232.02,133.85,27.53,10,Rechazada,Sí,
2026-08-06T01:41:00Z,E7,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Fuera,Cached Fix (maximumAge=300000),11,7.49,-0.288251,-79.213349,108.48,5.43,2924.63,103.08,16.7,10,Rechazada,Sí,
2026-08-05T16:19:00Z,E4,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Dentro,Fresh Fix (maximumAge=0),2,8.16,-0.288399,-79.213201,106.25,2161.12,5548.73,176.91,0.1,10,Aceptada,Sí,
2026-08-06T03:04:00Z,E7,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Fuera,Cached Fix (maximumAge=300000),11,2.43,-0.288289,-79.213311,9.57,4.77,1546.5,118.37,12.47,10,Rechazada,Sí,
2026-08-05T10:04:00Z,E1,POCO X6 Pro 5G (Android),Wi-Fi,No,Dentro,Cached Fix (maximumAge=300000),2,4.15,-0.288355,-79.213155,10.34,3.41,197.28,147.22,5.03,10,Aceptada,Sí,
2026-08-05T10:26:00Z,E1,POCO X6 Pro 5G (Android),Wi-Fi,No,Dentro,Cached Fix (maximumAge=300000),9,6.12,-0.288433,-79.213233,5.78,3.99,167.27,180.62,3.74,10,Aceptada,Sí,
2026-08-05T23:47:00Z,E6,POCO X6 Pro 5G (Android),Datos móviles,No,Fuera,Fresh Fix (maximumAge=0),11,2.44,-0.288289,-79.213311,10.06,898.08,549.56,113.68,12.5,10,Rechazada,Sí,
2026-08-05T08:53:00Z,E1,Acer Aspire A515-57 (Windows),Wi-Fi,No,Dentro,Cached Fix (maximumAge=300000),2,14.04,-0.288284,-79.213316,115.98,2.45,202.51,154.3,13.06,10,Rechazada,No,
2026-08-06T05:54:00Z,E8,POCO X6 Pro 5G (Android),Datos móviles,Sí,Fuera,Fresh Fix (maximumAge=0),20,15.93,-0.288359,-79.213241,7.06,1129.18,3783.17,113.46,4.61,10,Aceptada,No,
2026-08-06T06:28:00Z,E8,POCO X6 Pro 5G (Android),Datos móviles,Sí,Fuera,Cached Fix (maximumAge=300000),20,1.25,-0.28823,-79.21337,11.06,3.22,6340.22,164.79,19.14,10,Rechazada,Sí,
2026-08-06T05:29:00Z,E8,POCO X6 Pro 5G (Android),Datos móviles,Sí,Fuera,Fresh Fix (maximumAge=0),11,14.81,-0.288399,-79.213201,11.68,1434.56,4041.02,139.17,0.1,10,Aceptada,No,
2026-08-05T16:10:00Z,E3,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Dentro,Cached Fix (maximumAge=300000),9,2.44,-0.288466,-79.213266,14.19,4.13,2730.49,199.25,7.39,10,Aceptada,Sí,
2026-08-05T16:58:00Z,E4,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Dentro,Fresh Fix (maximumAge=0),9,17.56,-0.288627,-79.212973,101.49,2912.61,4869.73,156.42,25.55,10,Rechazada,No,
2026-08-05T11:49:00Z,E2,Acer Aspire A515-57 (Windows),Datos móviles,No,Dentro,Cached Fix (maximumAge=300000),9,8.28,-0.288542,-79.213058,101.86,2.32,767.63,134.14,15.91,10,Rechazada,No,
2026-08-05T13:30:00Z,E3,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Dentro,Fresh Fix (maximumAge=0),2,18.5,-0.288401,-79.213201,110.59,3528.63,2911.93,136.17,0.1,10,Aceptada,Sí,
2026-08-05T20:35:00Z,E5,Acer Aspire A515-57 (Windows),Wi-Fi,No,Fuera,Cached Fix (maximumAge=300000),20,5.99,-0.288275,-79.213075,108.96,5.34,222.19,156.17,14.03,10,Rechazada,Sí,
2026-08-05T20:46:00Z,E5,POCO X6 Pro 5G (Android),Wi-Fi,No,Fuera,Fresh Fix (maximumAge=0),11,4.35,-0.288335,-79.213265,6.55,1053.12,222.77,171.73,7.34,10,Aceptada,No,
2026-08-05T17:45:00Z,E4,POCO X6 Pro 5G (Android),Datos móviles,Sí,Dentro,Fresh Fix (maximumAge=0),2,4.7,-0.288445,-79.213155,9.79,980.47,5032.14,147.15,5.07,10,Aceptada,Sí,
2026-08-06T02:35:00Z,E7,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Fuera,Fresh Fix (maximumAge=0),20,1.44,-0.288211,-79.213389,8.88,1458.39,2405.38,151.84,21.29,10,Rechazada,Sí,
2026-08-06T05:07:00Z,E8,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Fuera,Cached Fix (maximumAge=300000),20,8.2,-0.288521,-79.213079,109.35,3.32,4389.95,133.8,13.58,10,Rechazada,Sí,
2026-08-05T11:01:00Z,E2,Acer Aspire A515-57 (Windows),Datos móviles,No,Dentro,Fresh Fix (maximumAge=0),9,7.19,-0.288533,-79.213333,107.77,3357.57,754.37,136.23,14.94,10,Rechazada,No,
2026-08-05T10:41:00Z,E2,Acer Aspire A515-57 (Windows),Datos móviles,No,Dentro,Fresh Fix (maximumAge=0),2,11.52,-0.288513,-79.213313,108.68,1968.93,492.35,93.22,12.67,10,Rechazada,No,
2026-08-05T18:38:00Z,E4,POCO X6 Pro 5G (Android),Datos móviles,Sí,Dentro,Cached Fix (maximumAge=300000),2,2.95,-0.288442,-79.213158,13.9,4.04,4990.32,152.2,4.73,10,Aceptada,Sí,
2026-08-06T05:03:00Z,E8,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Fuera,Cached Fix (maximumAge=300000),20,4.72,-0.288607,-79.213407,107.32,6.04,5477.19,139.38,23.2,10,Rechazada,Sí,
2026-08-05T19:35:00Z,E5,Acer Aspire A515-57 (Windows),Wi-Fi,No,Fuera,Fresh Fix (maximumAge=0),20,10.55,-0.288162,-79.212962,75.1,3557.68,179.22,178.81,26.71,10,Rechazada,Sí,
2026-08-05T22:40:00Z,E6,Acer Aspire A515-57 (Windows),Datos móviles,No,Fuera,Fresh Fix (maximumAge=0),20,13.33,-0.28832,-79.21312,126.87,2724.6,751.94,149.64,9.04,10,Aceptada,No,
2026-08-05T18:44:00Z,E4,POCO X6 Pro 5G (Android),Datos móviles,Sí,Dentro,Cached Fix (maximumAge=300000),2,1.31,-0.288429,-79.213171,10.29,1.5,5254.11,167.74,3.27,10,Aceptada,Sí,
2026-08-06T01:15:00Z,E7,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Fuera,Fresh Fix (maximumAge=0),20,8.24,-0.288175,-79.212975,112.69,2855.75,2982.6,142.11,25.25,10,Rechazada,Sí,
2026-08-05T15:20:00Z,E3,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Dentro,Fresh Fix (maximumAge=0),9,1.36,-0.288328,-79.213128,9.16,1002.01,1779.9,125.37,8.13,10,Aceptada,Sí,
2026-08-05T21:14:00Z,E5,POCO X6 Pro 5G (Android),Wi-Fi,No,Fuera,Fresh Fix (maximumAge=0),20,3.38,-0.288194,-79.212994,10.0,1221.24,194.43,117.28,23.11,10,Rechazada,Sí,
2026-08-05T22:00:00Z,E5,POCO X6 Pro 5G (Android),Wi-Fi,No,Fuera,Cached Fix (maximumAge=300000),20,4.33,-0.288195,-79.212995,12.81,4.13,142.41,115.96,23.01,10,Rechazada,Sí,
2026-08-05T20:32:00Z,E5,Acer Aspire A515-57 (Windows),Wi-Fi,No,Fuera,Cached Fix (maximumAge=300000),20,12.76,-0.288683,-79.213483,92.66,4.14,143.14,145.87,31.83,10,Rechazada,Sí,
2026-08-05T14:19:00Z,E3,Acer Aspire A515-57 (Windows),Wi-Fi,Sí,Dentro,Cached Fix (maximumAge=300000),2,10.82,-0.288314,-79.213286,115.74,3.56,2753.15,135.86,9.63,10,Aceptada,Sí,
2026-08-06T02:42:00Z,E7,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Fuera,Fresh Fix (maximumAge=0),20,4.05,-0.288189,-79.213411,8.96,1227.33,2627.49,117.6,23.74,10,Rechazada,Sí,
2026-08-05T16:31:00Z,E4,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Dentro,Fresh Fix (maximumAge=0),2,19.73,-0.288401,-79.213199,100.59,3528.58,4531.61,134.34,0.1,10,Aceptada,Sí,
2026-08-06T02:18:00Z,E7,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Fuera,Fresh Fix (maximumAge=0),11,2.88,-0.288515,-79.213085,14.56,1546.11,2504.27,148.96,12.93,10,Rechazada,Sí,
2026-08-05T19:41:00Z,E5,Acer Aspire A515-57 (Windows),Wi-Fi,No,Fuera,Fresh Fix (maximumAge=0),20,17.82,-0.288094,-79.213506,107.99,2797.16,255.52,145.54,34.35,10,Rechazada,Sí,
2026-08-05T12:01:00Z,E2,Acer Aspire A515-57 (Windows),Datos móviles,No,Dentro,Cached Fix (maximumAge=300000),9,9.81,-0.288424,-79.213176,85.5,3.73,724.18,148.72,2.65,10,Aceptada,Sí,
2026-08-05T11:13:00Z,E2,Acer Aspire A515-57 (Windows),Datos móviles,No,Dentro,Fresh Fix (maximumAge=0),9,12.85,-0.288561,-79.213039,118.88,3436.56,501.38,118.01,18.13,10,Rechazada,No,
2026-08-05T17:25:00Z,E4,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Dentro,Cached Fix (maximumAge=300000),9,11.61,-0.288399,-79.213199,105.61,5.33,5614.76,164.65,0.1,10,Aceptada,Sí,
2026-08-05T21:37:00Z,E5,POCO X6 Pro 5G (Android),Wi-Fi,No,Fuera,Cached Fix (maximumAge=300000),11,5.6,-0.288461,-79.213261,9.94,4.05,180.34,152.92,6.8,10,Aceptada,No,
2026-08-05T19:15:00Z,E5,Acer Aspire A515-57 (Windows),Wi-Fi,No,Fuera,Fresh Fix (maximumAge=0),11,14.68,-0.288407,-79.213193,119.46,2539.85,146.33,109.22,0.77,10,Aceptada,No,
2026-08-06T04:34:00Z,E8,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Fuera,Cached Fix (maximumAge=300000),11,6.58,-0.288357,-79.213243,110.45,5.59,4943.65,131.22,4.84,10,Aceptada,No,
2026-08-05T22:15:00Z,E6,Acer Aspire A515-57 (Windows),Datos móviles,No,Fuera,Fresh Fix (maximumAge=0),11,18.2,-0.288607,-79.212993,97.55,3273.91,758.16,131.53,23.24,10,Rechazada,Sí,
2026-08-05T11:26:00Z,E2,Acer Aspire A515-57 (Windows),Datos móviles,No,Dentro,Cached Fix (maximumAge=300000),2,19.29,-0.288401,-79.213201,114.2,4.6,769.72,146.41,0.1,10,Aceptada,Sí,
2026-08-05T16:07:00Z,E3,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Dentro,Cached Fix (maximumAge=300000),9,2.33,-0.288306,-79.213106,9.82,1.5,2592.45,138.75,10.53,10,Rechazada,No,
2026-08-05T21:29:00Z,E5,POCO X6 Pro 5G (Android),Wi-Fi,No,Fuera,Cached Fix (maximumAge=300000),11,0.64,-0.288494,-79.213294,9.08,4.56,145.8,171.11,10.59,10,Rechazada,Sí,
2026-08-05T12:06:00Z,E2,POCO X6 Pro 5G (Android),Datos móviles,No,Dentro,Fresh Fix (maximumAge=0),2,5.06,-0.288445,-79.213155,10.13,800.48,553.99,140.92,5.09,10,Aceptada,Sí,
2026-08-05T12:49:00Z,E2,POCO X6 Pro 5G (Android),Datos móviles,No,Dentro,Cached Fix (maximumAge=300000),2,6.34,-0.288344,-79.213256,12.04,5.91,638.04,116.21,6.28,10,Aceptada,Sí,
2026-08-05T23:43:00Z,E6,POCO X6 Pro 5G (Android),Datos móviles,No,Fuera,Fresh Fix (maximumAge=0),11,3.01,-0.288474,-79.213274,12.85,1420.79,558.6,106.15,8.36,10,Aceptada,No,
2026-08-05T16:26:00Z,E4,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Dentro,Fresh Fix (maximumAge=0),2,15.93,-0.288261,-79.213339,79.72,4057.83,4647.42,161.71,15.64,10,Rechazada,No,
2026-08-05T09:23:00Z,E1,POCO X6 Pro 5G (Android),Wi-Fi,No,Dentro,Fresh Fix (maximumAge=0),2,3.4,-0.28844,-79.21316,9.94,1280.03,125.5,153.5,4.54,10,Aceptada,Sí,
2026-08-05T23:02:00Z,E6,Acer Aspire A515-57 (Windows),Datos móviles,No,Fuera,Cached Fix (maximumAge=300000),11,15.29,-0.288187,-79.213413,146.4,5.36,745.96,123.15,23.92,10,Rechazada,Sí,
2026-08-05T22:46:00Z,E6,Acer Aspire A515-57 (Windows),Datos móviles,No,Fuera,Fresh Fix (maximumAge=0),20,11.8,-0.288128,-79.213472,114.96,2230.55,635.01,119.23,30.56,10,Rechazada,Sí,
2026-08-05T08:51:00Z,E1,Acer Aspire A515-57 (Windows),Wi-Fi,No,Dentro,Cached Fix (maximumAge=300000),2,10.09,-0.288401,-79.213201,93.0,1.5,202.97,80.0,0.1,10,Aceptada,Sí,
2026-08-05T12:17:00Z,E2,POCO X6 Pro 5G (Android),Datos móviles,No,Dentro,Fresh Fix (maximumAge=0),2,3.67,-0.288399,-79.213199,9.08,1334.22,544.36,125.0,0.1,10,Aceptada,Sí,
2026-08-05T12:38:00Z,E2,POCO X6 Pro 5G (Android),Datos móviles,No,Dentro,Fresh Fix (maximumAge=0),9,4.04,-0.28835,-79.21315,15.7,1090.99,850.41,142.7,5.67,10,Aceptada,Sí,
2026-08-06T05:36:00Z,E8,POCO X6 Pro 5G (Android),Datos móviles,Sí,Fuera,Fresh Fix (maximumAge=0),20,6.37,-0.288533,-79.213333,10.64,1024.89,4697.45,157.76,15.0,10,Rechazada,Sí,
2026-08-06T05:57:00Z,E8,POCO X6 Pro 5G (Android),Datos móviles,Sí,Fuera,Fresh Fix (maximumAge=0),20,7.88,-0.288638,-79.213438,11.4,1655.37,4518.59,122.06,26.71,10,Rechazada,Sí,
2026-08-05T20:03:00Z,E5,Acer Aspire A515-57 (Windows),Wi-Fi,No,Fuera,Cached Fix (maximumAge=300000),11,3.18,-0.288322,-79.213278,107.08,9.41,180.17,141.66,8.78,10,Aceptada,No,
2026-08-06T02:48:00Z,E7,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Fuera,Fresh Fix (maximumAge=0),20,5.02,-0.288195,-79.213405,7.69,1581.24,2245.25,142.44,23.04,10,Rechazada,Sí,
2026-08-05T23:23:00Z,E6,Acer Aspire A515-57 (Windows),Datos móviles,No,Fuera,Cached Fix (maximumAge=300000),20,10.48,-0.288636,-79.212964,99.85,5.72,444.2,130.17,26.47,10,Rechazada,Sí,
2026-08-05T09:11:00Z,E1,Acer Aspire A515-57 (Windows),Wi-Fi,No,Dentro,Cached Fix (maximumAge=300000),9,11.55,-0.28823,-79.21303,113.67,5.68,124.55,168.13,19.13,10,Rechazada,No,
2026-08-05T12:54:00Z,E2,POCO X6 Pro 5G (Android),Datos móviles,No,Dentro,Cached Fix (maximumAge=300000),2,0.93,-0.288388,-79.213212,9.66,3.13,727.87,150.88,1.33,10,Aceptada,Sí,
2026-08-05T16:48:00Z,E4,Acer Aspire A515-57 (Windows),Datos móviles,Sí,Dentro,Fresh Fix (maximumAge=0),9,18.32,-0.288591,-79.213391,113.3,3247.87,5530.4,165.37,21.46,10,Rechazada,No,
2026-08-05T15:29:00Z,E3,POCO X6 Pro 5G (Android),Wi-Fi,Sí,Dentro,Fresh Fix (maximumAge=0),9,2.75,-0.288302,-79.213102,9.33,974.05,2580.51,135.39,11.03,10,Rechazada,No,
